time,vx,vy,vz
0.855000,10.740725,6.321441,0.361650
0.856250,10.194275,5.899901,0.075215
0.857500,9.700090,5.506042,-0.237698
0.858750,9.319627,5.124334,-0.618735
0.860000,9.178810,4.773974,-1.058357
0.861250,9.143875,4.559535,-1.313511
0.862500,9.109337,4.518918,-1.330473
0.863750,9.059099,4.558048,-1.343683
0.865000,9.143360,4.661995,-1.258812
0.866250,9.379306,4.928848,-0.928286
0.867500,9.653971,5.333408,-0.553206
0.868750,10.109236,5.621831,-0.229890
0.870000,10.596597,5.773018,0.040497
0.871250,10.982427,5.889523,0.338101
0.872500,11.469438,6.031997,0.631932
0.873750,12.038628,6.050409,0.753865
0.875000,12.698356,5.802307,0.773170
0.876250,13.361927,5.494881,0.769621
0.877500,13.940328,5.155760,0.764933
0.878750,14.371011,4.890283,0.591471
0.880000,14.671157,4.702673,0.380274
0.881250,14.894810,4.467047,0.367178
0.882500,15.229123,4.272190,0.425645
0.883750,15.546167,4.235943,0.655103
0.885000,15.545818,4.190260,1.032056
0.886250,15.378499,4.165616,1.372964
0.887500,15.179143,4.367290,1.725087
0.888750,14.828699,4.674798,2.138093
0.890000,14.409523,5.092796,2.665766
0.891250,14.036207,5.492302,3.274554
0.892500,13.522155,5.894553,3.953144
0.893750,12.907231,6.267314,4.491442
0.895000,12.291463,6.380965,4.754043
0.896250,11.716663,6.241366,4.898129
0.897500,11.150387,5.972449,4.920141
0.898750,10.622576,5.826529,4.714786
0.900000,10.019077,5.463497,4.450694
0.901250,9.414589,4.898454,4.324279
0.902500,9.028479,4.590881,4.066658
0.903750,8.694944,4.425860,3.755164
0.905000,8.361835,4.245062,3.590248
0.906250,8.142176,4.114923,3.505744
0.907500,8.031233,4.171210,3.472056
0.908750,8.128197,4.334531,3.539609
0.910000,8.469847,4.621916,3.718980
0.911250,8.961281,5.002816,3.890139
0.912500,9.485552,5.341750,4.126324
0.913750,9.967371,5.849510,4.343019
0.915000,10.408385,6.312494,4.299960
0.916250,10.850546,6.561583,4.199635
0.917500,11.385376,6.775520,4.165657
0.918750,11.931208,6.726597,3.909205
0.920000,12.418165,6.482278,3.380755
0.921250,12.964426,6.221572,2.772403
0.922500,13.511157,5.965356,2.141284
0.923750,13.929750,5.713852,1.525521
0.925000,14.319798,5.532084,0.920007
0.926250,14.697635,5.353684,0.511485
0.927500,14.869561,5.113706,0.223973
0.928750,14.845573,5.120677,-0.076879
0.930000,14.830829,5.385496,-0.171055
0.931250,14.786702,5.584864,-0.184887
0.932500,14.502578,5.790127,-0.110177
0.933750,14.118435,6.185286,0.068620
0.935000,13.609436,6.528849,0.294070
0.936250,12.894348,6.760345,0.387343
0.937500,12.361133,6.991868,0.241364
0.938750,11.812117,7.097225,-0.043129
0.940000,11.029547,6.958555,-0.323800
0.941250,10.256657,6.680089,-0.677307
0.942500,9.587568,6.284067,-1.092703
0.943750,9.094958,5.849654,-1.431142
0.945000,8.789452,5.520951,-1.791447
0.946250,8.524118,5.245246,-2.130171
0.947500,8.359544,5.028815,-2.267932
0.948750,8.404074,4.804990,-2.340209
0.950000,8.497316,4.802706,-2.424841
0.951250,8.563563,4.987732,-2.223500
0.952500,8.758025,5.083688,-1.953228
0.953750,9.048465,5.257070,-1.609111
0.955000,9.312060,5.632075,-1.040435
0.956250,9.691367,6.014855,-0.513692
0.957500,10.206358,6.266843,-0.090583
0.958750,10.773081,6.431191,0.270619
0.960000,11.355263,6.467822,0.514877
0.961250,11.992278,6.364254,0.734509
0.962500,12.562547,6.288735,0.858539
0.963750,12.995474,6.110514,0.743789
0.965000,13.491004,5.809420,0.630947
0.966250,13.986081,5.408883,0.544927
0.967500,14.301510,5.010832,0.323361
0.968750,14.525576,4.765850,0.177610
0.970000,14.780664,4.621029,0.124742
0.971250,14.893840,4.555965,0.176904
0.972500,14.847650,4.513092,0.441359
0.973750,14.806010,4.620506,0.873367
0.975000,14.624894,4.849324,1.534066
0.976250,14.220553,5.090113,2.206599
0.977500,13.703046,5.460550,2.822122
0.978750,13.141512,5.947764,3.351914
0.980000,12.547012,6.262850,3.846634
0.981250,11.894439,6.336411,4.261340
0.982500,11.279329,6.260482,4.462961
0.983750,10.716268,6.170153,4.565973
0.985000,10.086869,5.955922,4.436040
0.986250,9.511542,5.577367,4.179664
0.987500,9.040371,5.177502,4.009403
0.988750,8.710176,4.756647,3.875050
0.990000,8.525604,4.414142,3.652929
0.991250,8.427549,4.289448,3.366004
0.992500,8.389622,4.219458,3.216861
0.993750,8.403809,4.189794,3.149356
0.995000,8.605788,4.352821,3.140474
0.996250,8.988901,4.605661,3.350687
0.997500,9.550643,4.865360,3.702369
0.998750,10.051181,5.112858,4.080789
